[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[5,9,17,9,35,105],[13, 38, 43, 50, 52, 54]]
[[5,9,8,17,30,96],[13, 38, 43, 51, 53, 54]]
[[5,11,8,23,30,86],[13, 49, 38, 50, 52, 44]]
[[6,10,6,22,41,70],[13, 38, 50, 44, 51, 53]]
[[5,7,17,15,40,73],[13, 38, 52, 44, 51, 53]]
[[6,8,12,16,36,80],[13, 38, 52, 44, 51, 54]]
[[6,10,15,18,36,67],[13, 49, 38, 50, 52, 51]]
[[8,10,11,14,43,67],[13, 49, 38, 51, 53, 54]]
[[4,10,19,22,19,91],[13, 38, 52, 51, 53, 54]]
[[7,7,13,31,37,55],[13, 40, 42, 39, 53, 54]]
[[5,11,17,15,25,107],[13, 40, 50, 39, 44, 54]]
[[6,10,9,14,41,85],[13, 40, 50, 39, 51, 54]]
[[7,9,10,25,37,72],[13, 42, 50, 39, 44, 54]]
[[6,8,9,24,56,41],[13, 42, 49, 39, 53, 54]]
[[4,12,7,28,19,81],[13, 42, 50, 39, 51, 54]]
[[6,8,12,20,21,80],[13, 49, 43, 39, 53, 54]]
[[6,12,6,20,31,108],[13, 43, 50, 39, 51, 54]]
[[5,9,14,25,45,48],[13, 43, 52, 39, 51, 54]]
[[4,10,10,14,24,76],[13, 43, 52, 39, 53, 54]]
[[6,10,12,22,41,58],[13, 39, 44, 51, 53, 54]]
[[8,12,8,24,18,66],[13, 49, 50, 39, 53, 54]]
[[4,8,16,12,34,62],[13, 50, 52, 39, 53, 54]]
[[6,10,15,22,31,55],[13, 40, 42, 43, 52, 44]]
[[4,12,7,32,34,69],[13, 40, 42, 43, 52, 53]]
[[5,7,11,19,40,85],[13, 40, 42, 43, 52, 54]]
[[5,11,8,35,45,62],[13, 40, 42, 49, 52, 44]]
[[4,8,7,36,29,89],[13, 40, 42, 44, 53, 54]]
[[5,9,11,13,30,105],[13, 40, 42, 49, 50, 54]]
[[4,10,10,22,39,70],[13, 40, 42, 49, 52, 51]]
[[6,10,9,26,36,61],[13, 40, 42, 50, 52, 53]]
[[7,7,16,19,27,82],[13, 40, 42, 50, 52, 54]]
[[7,7,7,23,32,85],[13, 40, 42, 51, 53, 54]]
[[6,10,12,14,36,100],[13, 40, 43, 44, 53, 54]]
[[6,8,9,28,46,59],[13, 40, 49, 43, 50, 53]]
[[7,7,13,23,37,67],[13, 40, 49, 43, 50, 54]]
[[6,8,9,16,41,65],[13, 40, 49, 43, 52, 51]]
[[6,6,9,22,41,75],[13, 40, 49, 43, 52, 54]]
[[6,8,15,32,16,71],[13, 40, 43, 50, 52, 53]]
[[7,9,13,21,27,75],[13, 40, 43, 51, 53, 54]]
[[6,6,12,26,51,72],[13, 40, 50, 44, 53, 54]]
[[7,9,13,17,32,75],[13, 40, 52, 44, 51, 53]]
[[4,8,10,28,39,68],[13, 40, 49, 50, 52, 51]]
[[7,9,16,17,27,66],[13, 40, 50, 51, 53, 54]]
[[4,6,10,30,24,66],[13, 40, 52, 51, 53, 54]]
[[4,12,7,28,19,81],[13, 42, 43, 50, 52, 44]]
[[6,8,9,20,31,89],[13, 42, 43, 44, 51, 53]]
[[6,8,9,28,46,53],[13, 42, 43, 44, 53, 54]]
[[6,10,9,14,41,91],[13, 42, 49, 43, 50, 53]]
[[7,7,13,31,37,55],[13, 42, 49, 43, 52, 53]]
[[5,13,11,29,30,55],[13, 42, 43, 50, 52, 51]]
[[5,7,8,23,40,58],[13, 42, 49, 50, 52, 44]]
[[5,9,8,21,55,66],[13, 42, 49, 44, 51, 53]]
[[7,7,13,27,37,55],[13, 42, 49, 44, 53, 54]]
[[5,7,8,11,35,58],[13, 42, 50, 44, 51, 54]]
[[7,9,16,17,32,66],[13, 42, 52, 44, 51, 53]]
[[5,9,14,25,40,60],[13, 42, 52, 44, 53, 54]]
[[5,7,11,23,60,85],[13, 42, 49, 50, 52, 53]]
[[4,10,7,38,24,73],[13, 42, 49, 50, 52, 54]]
[[4,8,4,20,49,56],[13, 42, 49, 51, 53, 54]]
[[5,7,14,23,30,70],[13, 42, 50, 51, 53, 54]]
[[7,7,16,27,22,76],[13, 49, 43, 44, 53, 54]]
[[6,8,9,12,41,77],[13, 43, 50, 44, 53, 54]]
[[5,5,11,21,20,47],[13, 43, 52, 44, 51, 53]]
[[6,6,9,22,41,75],[13, 43, 52, 44, 51, 54]]
[[5,9,14,21,20,84],[13, 43, 52, 44, 53, 54]]
[[4,6,16,10,34,90],[13, 49, 43, 50, 52, 51]]
[[6,12,12,28,16,66],[13, 49, 43, 51, 53, 54]]
[[2,10,2,30,42,76],[13, 43, 52, 51, 53, 54]]
[[6,8,12,20,21,80],[13, 49, 52, 44, 51, 53]]
[[5,7,8,15,35,40],[13, 50, 52, 44, 51, 53]]
[[3,9,21,29,13,99],[14, 16, 17, 18, 39, 54]]
[[7,13,10,13,37,76],[14, 16, 17, 18, 44, 53]]
[[6,10,15,10,41,79],[14, 16, 17, 18, 44, 54]]
[[6,12,15,20,16,87],[14, 16, 17, 18, 53, 54]]
[[5,11,11,35,30,59],[34, 14, 35, 16, 17, 54]]
[[5,11,17,11,30,89],[34, 14, 16, 37, 17, 54]]
[[5,11,14,23,30,56],[34, 14, 16, 17, 38, 54]]
[[6,8,15,28,31,65],[34, 14, 40, 16, 17, 53]]
[[5,11,14,27,20,86],[34, 14, 40, 16, 17, 54]]
[[5,9,17,13,30,93],[34, 14, 16, 42, 17, 54]]
[[6,12,9,20,41,63],[34, 14, 16, 17, 43, 53]]
[[5,5,17,21,40,71],[34, 14, 16, 17, 43, 54]]
[[6,10,12,10,41,100],[34, 14, 16, 17, 50, 53]]
[[5,9,14,25,20,72],[34, 14, 16, 17, 52, 53]]
[[4,8,10,20,39,110],[34, 14, 16, 17, 52, 54]]
[[4,10,7,26,39,79],[14, 35, 40, 16, 17, 54]]
[[4,8,13,8,29,59],[14, 35, 16, 42, 17, 54]]
[[4,12,13,20,19,93],[14, 35, 16, 17, 52, 44]]
[[5,9,17,9,30,111],[14, 35, 16, 49, 17, 54]]
[[7,13,7,25,22,79],[14, 35, 16, 17, 50, 53]]
[[5,5,14,25,35,92],[14, 35, 16, 17, 52, 54]]
[[6,12,9,16,46,69],[14, 16, 37, 17, 38, 54]]
[[6,10,9,26,56,31],[14, 16, 37, 49, 17, 53]]
[[3,7,12,35,43,70],[14, 16, 37, 49, 17, 54]]
[[5,13,11,29,20,61],[14, 16, 37, 17, 50, 53]]
[[6,10,12,34,21,70],[14, 16, 37, 17, 52, 53]]
[[5,9,14,25,30,90],[14, 16, 37, 17, 52, 54]]
[[5,11,11,19,40,83],[14, 40, 16, 17, 38, 53]]
[[6,8,9,28,31,83],[14, 40, 16, 17, 38, 54]]
[[7,13,7,25,27,55],[14, 16, 17, 38, 43, 53]]
[[4,8,22,12,24,104],[14, 16, 17, 38, 43, 54]]
[[4,12,10,32,29,48],[14, 16, 17, 38, 52, 44]]
[[6,12,9,16,36,99],[14, 16, 49, 17, 38, 53]]
[[5,7,14,15,30,64],[14, 16, 49, 17, 38, 54]]
[[6,12,12,20,26,78],[14, 16, 17, 38, 52, 53]]
[[5,13,11,29,25,55],[14, 16, 17, 39, 44, 54]]
[[5,9,14,17,25,102],[14, 16, 17, 39, 53, 54]]
[[6,8,9,16,41,65],[14, 40, 16, 17, 43, 54]]
[[7,9,13,29,17,69],[14, 40, 16, 17, 52, 54]]
[[6,12,12,20,31,60],[14, 16, 42, 17, 52, 44]]
[[5,11,8,35,45,62],[14, 16, 42, 49, 17, 54]]
[[7,11,13,23,22,47],[14, 16, 42, 17, 52, 54]]
[[7,11,10,31,22,50],[14, 16, 49, 17, 43, 54]]
[[9,11,9,19,19,59],[14, 16, 17, 43, 50, 53]]
[[7,13,10,21,17,76],[14, 16, 17, 44, 51, 54]]
[[6,8,9,16,41,65],[14, 16, 49, 17, 50, 53]]
[[7,11,16,15,22,68],[34, 14, 35, 18, 39, 53]]
[[7,13,10,25,17,52],[34, 14, 35, 18, 51, 53]]
[[6,10,9,30,36,73],[34, 14, 37, 18, 44, 53]]
[[7,11,10,15,37,98],[34, 14, 37, 18, 51, 53]]
[[7,9,16,25,27,42],[34, 14, 38, 18, 51, 53]]
[[7,9,10,33,37,36],[34, 14, 42, 18, 39, 53]]
[[5,9,17,9,30,111],[34, 14, 52, 18, 39, 51]]
[[7,9,16,25,27,42],[34, 14, 40, 18, 53, 54]]
[[4,10,7,22,19,109],[34, 14, 42, 18, 44, 53]]
[[7,11,10,15,42,86],[34, 14, 42, 18, 51, 53]]
[[5,9,11,17,40,63],[34, 14, 50, 18, 44, 54]]
[[4,8,13,28,29,71],[34, 14, 49, 18, 53, 54]]
[[7,13,10,13,37,76],[34, 14, 50, 18, 51, 53]]
[[4,10,19,14,19,97],[34, 14, 50, 18, 51, 54]]
[[4,10,10,22,34,94],[34, 14, 52, 18, 53, 54]]
[[6,10,12,26,41,40],[14, 35, 37, 18, 39, 53]]
[[5,9,20,13,40,84],[14, 35, 37, 18, 44, 53]]
[[8,10,11,22,28,55],[14, 35, 37, 18, 51, 53]]
[[7,11,7,27,37,59],[14, 35, 38, 18, 44, 53]]
[[6,8,9,16,41,65],[14, 35, 42, 18, 39, 53]]
[[5,11,8,35,45,62],[14, 35, 50, 18, 39, 54]]
[[6,10,15,22,36,73],[14, 35, 52, 18, 39, 51]]
[[4,12,10,36,29,72],[14, 35, 40, 18, 51, 53]]
[[4,10,7,30,14,79],[14, 35, 42, 18, 53, 54]]
[[6,8,15,20,41,59],[14, 35, 43, 18, 53, 54]]
[[4,10,7,38,29,79],[14, 35, 49, 18, 44, 53]]
[[7,9,13,21,42,51],[14, 35, 49, 18, 51, 53]]
[[6,6,18,18,36,72],[14, 35, 50, 18, 53, 54]]
[[7,7,13,31,37,49],[14, 35, 52, 18, 51, 53]]
[[8,10,8,34,13,58],[14, 37, 38, 18, 51, 53]]
[[5,13,8,21,50,58],[14, 37, 50, 18, 39, 54]]
[[6,14,6,30,16,74],[14, 37, 52, 18, 39, 51]]
