[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[7,11,10,23,32,68],[40, 49, 17, 39, 44, 53]]
[[6,8,6,28,46,62],[40, 17, 50, 39, 44, 53]]
[[5,11,8,19,35,80],[40, 17, 50, 39, 51, 53]]
[[4,6,10,22,44,114],[40, 17, 52, 39, 51, 53]]
[[5,7,20,19,45,64],[40, 17, 52, 39, 51, 54]]
[[4,8,13,20,29,107],[42, 17, 43, 39, 44, 53]]
[[6,10,15,18,36,67],[42, 49, 17, 39, 44, 54]]
[[6,8,21,16,36,53],[42, 17, 52, 39, 44, 54]]
[[3,7,15,27,18,103],[42, 49, 17, 39, 51, 54]]
[[5,9,11,13,45,81],[42, 17, 50, 39, 53, 54]]
[[5,9,11,33,40,63],[42, 17, 52, 39, 51, 54]]
[[2,8,8,32,22,56],[42, 17, 52, 39, 53, 54]]
[[6,6,18,34,6,84],[49, 17, 43, 39, 44, 54]]
[[6,10,9,26,56,31],[17, 43, 50, 39, 44, 53]]
[[6,10,15,18,41,55],[49, 17, 43, 39, 51, 53]]
[[4,6,13,22,39,87],[49, 17, 43, 39, 53, 54]]
[[5,9,11,25,25,75],[17, 43, 50, 39, 53, 54]]
[[6,6,18,22,36,72],[17, 43, 52, 39, 51, 53]]
[[5,13,11,25,25,79],[49, 17, 50, 39, 44, 53]]
[[4,8,7,28,19,59],[49, 17, 52, 39, 44, 53]]
[[5,11,8,31,20,74],[17, 50, 52, 39, 44, 53]]
[[6,10,15,26,21,67],[17, 39, 44, 51, 53, 54]]
[[6,10,12,30,31,58],[49, 17, 50, 39, 51, 53]]
[[6,8,15,16,46,77],[49, 17, 50, 39, 53, 54]]
[[7,7,16,15,47,64],[49, 17, 52, 39, 51, 53]]
[[8,8,17,16,23,77],[17, 50, 52, 39, 51, 53]]
[[7,11,10,27,22,74],[40, 42, 17, 43, 50, 53]]
[[5,11,14,15,25,110],[40, 42, 17, 43, 52, 51]]
[[6,14,9,30,16,47],[40, 42, 17, 50, 52, 44]]
[[5,13,8,29,40,52],[40, 42, 17, 44, 51, 54]]
[[6,10,12,22,36,82],[40, 42, 17, 44, 53, 54]]
[[6,10,9,30,36,73],[40, 42, 49, 17, 50, 53]]
[[6,8,18,20,41,62],[40, 42, 49, 17, 52, 51]]
[[8,12,8,24,23,42],[40, 42, 49, 17, 52, 54]]
[[8,10,14,22,18,40],[40, 42, 17, 50, 52, 53]]
[[5,11,14,23,30,56],[40, 17, 43, 44, 51, 54]]
[[7,9,16,13,42,66],[40, 17, 43, 50, 52, 54]]
[[7,11,10,23,37,44],[40, 17, 43, 51, 53, 54]]
[[6,14,9,30,16,47],[40, 49, 17, 44, 51, 54]]
[[8,10,14,18,28,46],[40, 17, 50, 44, 51, 53]]
[[6,10,12,34,21,70],[40, 17, 50, 44, 53, 54]]
[[6,10,18,14,36,82],[40, 17, 52, 44, 51, 54]]
[[7,9,16,17,37,54],[40, 17, 50, 51, 53, 54]]
[[4,10,13,22,24,97],[40, 17, 52, 51, 53, 54]]
[[6,8,12,28,51,38],[42, 17, 43, 44, 53, 54]]
[[8,8,17,16,28,65],[42, 49, 17, 43, 50, 53]]
[[6,10,9,34,36,49],[42, 49, 17, 43, 52, 51]]
[[7,13,10,17,32,64],[42, 17, 43, 50, 52, 54]]
[[7,11,10,23,22,86],[42, 17, 43, 51, 53, 54]]
[[5,9,14,17,50,72],[42, 49, 17, 50, 52, 44]]
[[6,12,9,32,16,75],[42, 49, 17, 44, 51, 54]]
[[8,10,11,26,18,55],[42, 17, 50, 44, 53, 54]]
[[7,9,16,17,37,54],[42, 17, 52, 44, 51, 53]]
[[8,10,11,22,33,37],[42, 17, 52, 44, 51, 54]]
[[5,11,14,23,40,68],[42, 17, 52, 44, 53, 54]]
[[7,11,13,23,32,35],[42, 49, 17, 50, 52, 53]]
[[6,14,12,18,26,62],[42, 49, 17, 51, 53, 54]]
[[5,9,8,17,40,72],[42, 17, 50, 51, 53, 54]]
[[4,12,13,20,24,99],[42, 17, 52, 51, 53, 54]]
[[8,12,11,12,33,63],[49, 17, 43, 44, 51, 54]]
[[7,9,16,25,27,42],[49, 17, 43, 44, 53, 54]]
[[7,13,7,25,37,31],[17, 43, 50, 51, 53, 54]]
[[5,11,8,19,25,104],[49, 17, 50, 44, 51, 53]]
[[7,11,13,19,27,59],[49, 17, 52, 44, 51, 54]]
[[7,9,13,17,42,75],[17, 50, 52, 44, 51, 53]]
[[5,17,8,21,25,62],[49, 17, 52, 51, 53, 54]]
