[[0, 1, 4, 5, 7], [2, 4], [3, 5], [6, 7]]
[[3,15,9,27,33,75],[10, 34, 16, 44, 51, 53]]
[[5,7,11,19,45,79],[10, 34, 16, 49, 50, 53]]
[[4,8,13,28,39,65],[10, 34, 16, 50, 52, 51]]
[[5,9,26,9,30,72],[10, 34, 16, 50, 52, 53]]
[[5,9,11,21,45,63],[10, 35, 16, 37, 42, 53]]
[[2,14,11,26,37,71],[10, 35, 16, 37, 50, 54]]
[[5,13,11,29,25,67],[10, 35, 16, 39, 51, 53]]
[[4,10,10,18,39,76],[10, 35, 40, 16, 49, 53]]
[[4,10,10,30,29,70],[10, 35, 40, 16, 50, 54]]
[[5,11,14,27,20,86],[10, 35, 16, 42, 43, 53]]
[[2,12,8,28,32,72],[10, 35, 16, 42, 52, 44]]
[[4,8,13,20,29,107],[10, 35, 16, 42, 49, 53]]
[[5,13,14,21,30,70],[10, 35, 16, 42, 50, 53]]
[[2,10,11,22,27,91],[10, 35, 16, 43, 52, 44]]
[[5,11,11,23,20,89],[10, 35, 16, 43, 50, 53]]
[[4,8,7,20,19,65],[10, 35, 16, 44, 53, 54]]
[[1,7,7,31,26,73],[10, 35, 16, 49, 50, 54]]
[[2,8,11,28,17,101],[10, 35, 16, 49, 52, 51]]
[[3,9,12,29,23,72],[10, 35, 16, 50, 52, 54]]
[[4,10,19,22,29,67],[10, 16, 37, 38, 50, 54]]
[[5,11,14,23,30,56],[10, 16, 37, 38, 52, 51]]
[[5,11,11,23,20,89],[10, 16, 37, 39, 51, 53]]
[[2,10,11,26,37,67],[10, 40, 16, 37, 49, 53]]
[[3,9,12,17,38,84],[10, 40, 16, 37, 50, 53]]
[[1,7,7,31,26,73],[10, 40, 16, 37, 52, 51]]
[[4,12,10,28,34,78],[10, 40, 16, 37, 52, 53]]
[[4,10,13,22,14,109],[10, 16, 37, 42, 49, 53]]
[[4,6,10,18,29,90],[10, 16, 37, 42, 52, 53]]
[[2,10,11,22,27,91],[10, 16, 37, 43, 50, 54]]
[[3,7,15,27,28,109],[10, 16, 37, 43, 52, 51]]
[[3,11,9,35,33,89],[10, 16, 37, 43, 52, 54]]
[[1,9,10,29,41,78],[10, 16, 37, 49, 52, 44]]
[[2,10,11,26,37,67],[10, 16, 37, 44, 51, 53]]
[[3,11,9,27,38,89],[10, 16, 37, 49, 50, 54]]
[[4,10,13,10,34,73],[10, 16, 37, 49, 52, 51]]
[[5,7,8,27,50,76],[10, 16, 37, 49, 52, 53]]
[[4,8,7,20,19,65],[10, 16, 37, 50, 52, 53]]
[[3,7,6,35,28,58],[10, 16, 37, 50, 52, 54]]
[[3,7,21,31,38,73],[10, 16, 37, 51, 53, 54]]
[[3,9,9,25,28,105],[10, 40, 16, 38, 43, 53]]
[[3,11,12,15,48,86],[10, 40, 16, 38, 50, 53]]
[[3,7,15,31,43,43],[10, 40, 16, 38, 52, 51]]
[[2,10,5,22,22,79],[10, 40, 16, 38, 52, 53]]
[[3,11,6,23,53,104],[10, 16, 42, 38, 50, 53]]
[[4,8,13,24,29,89],[10, 16, 42, 38, 52, 53]]
[[3,7,18,31,48,52],[10, 16, 42, 38, 52, 54]]
[[2,14,11,34,27,53],[10, 16, 38, 43, 52, 44]]
[[2,8,11,16,7,59],[10, 16, 38, 43, 50, 54]]
[[3,9,18,17,13,90],[10, 16, 38, 43, 52, 51]]
[[4,10,7,22,19,109],[10, 16, 49, 38, 50, 53]]
[[4,8,19,16,34,77],[10, 16, 49, 38, 52, 51]]
[[4,10,16,26,24,88],[10, 16, 49, 38, 52, 54]]
[[3,7,9,19,13,49],[10, 16, 38, 50, 52, 51]]
[[6,12,15,16,21,93],[10, 16, 38, 50, 52, 53]]
[[4,10,10,22,29,94],[10, 40, 16, 39, 44, 53]]
[[3,15,15,27,28,51],[10, 40, 16, 39, 51, 53]]
[[3,11,6,31,23,68],[10, 16, 42, 39, 53, 54]]
[[5,11,11,27,45,53],[10, 16, 43, 39, 51, 53]]
[[3,9,9,29,43,69],[10, 16, 43, 39, 53, 54]]
[[3,17,6,29,48,44],[10, 16, 49, 39, 44, 53]]
[[3,11,9,31,18,77],[10, 16, 52, 39, 44, 53]]
[[4,12,10,36,29,72],[10, 16, 49, 39, 51, 53]]
[[4,8,7,32,29,89],[10, 16, 49, 39, 53, 54]]
[[5,11,8,19,40,74],[10, 16, 50, 39, 51, 53]]
[[2,8,14,24,17,92],[10, 16, 50, 39, 51, 54]]
[[6,10,15,18,26,85],[10, 16, 52, 39, 51, 53]]
[[2,8,8,28,27,104],[10, 16, 52, 39, 53, 54]]
[[4,12,7,20,24,87],[10, 40, 16, 42, 52, 44]]
[[4,8,13,8,29,71],[10, 40, 16, 42, 49, 53]]
[[4,8,25,16,29,89],[10, 40, 16, 42, 50, 54]]
[[6,12,12,20,31,78],[10, 40, 16, 42, 52, 53]]
[[6,12,12,24,36,48],[10, 40, 16, 43, 50, 54]]
[[5,9,11,13,45,69],[10, 40, 16, 43, 52, 54]]
[[6,12,9,16,46,75],[10, 40, 16, 44, 51, 53]]
[[4,6,22,14,34,90],[10, 40, 16, 44, 53, 54]]
[[4,12,13,20,39,69],[10, 40, 16, 49, 50, 53]]
[[5,7,14,7,20,100],[10, 40, 16, 51, 53, 54]]
[[4,12,13,20,19,99],[10, 16, 42, 43, 52, 44]]
[[5,9,20,17,30,84],[10, 16, 42, 43, 52, 54]]
[[3,9,24,29,18,72],[10, 16, 42, 49, 52, 44]]
[[6,10,9,14,46,79],[10, 16, 42, 44, 53, 54]]
[[3,11,12,15,28,74],[10, 16, 42, 49, 50, 54]]
[[5,11,17,27,15,65],[10, 16, 42, 49, 52, 53]]
[[3,9,12,29,23,72],[10, 16, 42, 50, 52, 54]]
[[3,7,18,19,38,94],[10, 16, 42, 51, 53, 54]]
[[3,9,12,25,33,102],[10, 16, 49, 43, 50, 54]]
[[4,8,16,24,24,92],[10, 16, 49, 43, 52, 51]]
[[5,13,8,21,30,100],[10, 16, 43, 51, 53, 54]]
[[3,11,12,35,33,56],[10, 16, 49, 44, 51, 53]]
[[3,7,12,15,13,70],[10, 16, 50, 44, 51, 54]]
[[5,9,17,13,30,99],[10, 16, 52, 44, 51, 53]]
[[5,9,8,17,30,96],[10, 16, 49, 50, 52, 53]]
[[5,9,17,17,35,81],[10, 16, 50, 51, 53, 54]]
[[3,11,9,23,18,95],[10, 34, 17, 18, 44, 54]]
[[2,6,20,26,22,90],[10, 34, 17, 18, 51, 54]]
[[3,11,12,15,28,74],[10, 35, 17, 18, 39, 54]]
[[4,12,10,28,34,78],[10, 35, 17, 18, 44, 54]]
[[1,7,7,23,1,73],[10, 35, 17, 18, 51, 54]]
[[4,8,16,32,34,56],[10, 35, 17, 18, 53, 54]]
[[3,7,15,27,23,115],[10, 37, 17, 18, 39, 54]]
[[2,10,8,26,17,100],[10, 37, 17, 18, 44, 54]]
[[4,10,10,34,24,70],[10, 37, 17, 18, 53, 54]]
[[4,10,13,26,39,91],[10, 17, 38, 18, 51, 53]]
[[3,5,12,21,33,110],[10, 17, 38, 18, 51, 54]]
[[3,11,6,23,18,50],[10, 40, 17, 18, 39, 54]]
[[1,7,7,31,26,73],[10, 42, 17, 18, 39, 54]]
[[3,7,15,31,43,43],[10, 17, 43, 18, 39, 54]]
[[5,13,14,21,30,70],[10, 49, 17, 18, 39, 53]]
[[4,8,13,20,29,107],[10, 17, 50, 18, 39, 53]]
[[4,8,10,28,39,68],[10, 17, 52, 18, 39, 51]]
[[5,7,14,23,55,100],[10, 17, 52, 18, 39, 53]]
[[4,12,10,28,39,84],[10, 40, 17, 18, 51, 53]]
[[4,10,19,14,19,97],[10, 42, 17, 18, 44, 54]]
[[4,14,13,22,34,71],[10, 42, 17, 18, 53, 54]]
[[3,11,15,31,18,89],[10, 17, 43, 18, 51, 54]]
[[3,11,12,15,48,86],[10, 17, 50, 18, 44, 53]]
[[4,12,7,12,39,81],[10, 17, 52, 18, 44, 53]]
[[7,9,13,25,27,75],[10, 49, 17, 18, 51, 53]]
[[4,16,7,24,24,79],[10, 49, 17, 18, 51, 54]]
[[4,8,13,12,14,101],[10, 17, 50, 18, 53, 54]]
[[5,7,5,15,30,61],[10, 17, 52, 18, 51, 53]]
[[4,8,16,20,14,98],[10, 17, 52, 18, 51, 54]]
[[3,9,12,25,33,102],[10, 34, 35, 17, 38, 54]]
[[5,11,17,11,30,89],[10, 34, 35, 40, 17, 54]]
[[6,10,6,22,41,70],[10, 34, 35, 17, 43, 53]]
[[2,12,8,28,32,72],[10, 34, 35, 49, 17, 54]]
[[4,10,16,22,29,76],[10, 34, 35, 17, 52, 54]]
[[4,8,7,12,54,59],[10, 34, 37, 17, 38, 53]]
[[3,7,15,15,18,61],[10, 34, 37, 17, 52, 44]]
[[4,14,13,14,44,65],[10, 34, 37, 49, 17, 54]]
[[5,7,14,15,35,88],[10, 34, 37, 17, 52, 53]]
[[4,6,16,14,29,72],[10, 34, 37, 17, 52, 54]]
[[4,12,7,28,19,69],[10, 34, 40, 17, 38, 53]]
[[3,7,15,31,43,43],[10, 34, 42, 17, 38, 54]]
[[3,11,12,15,28,74],[10, 34, 17, 38, 43, 54]]
[[5,11,8,19,35,80],[10, 34, 49, 17, 38, 53]]
[[7,9,13,29,22,63],[10, 34, 17, 38, 52, 53]]
[[3,9,9,45,28,57],[10, 34, 40, 42, 17, 54]]
[[5,9,20,17,35,66],[10, 34, 40, 17, 52, 44]]
[[2,8,8,20,7,92],[10, 34, 40, 17, 50, 53]]
[[3,7,12,27,18,94],[10, 34, 40, 17, 52, 53]]
[[4,10,7,38,29,79],[10, 34, 42, 17, 43, 53]]
[[5,9,14,13,35,90],[10, 34, 42, 49, 17, 53]]
[[2,12,8,28,32,72],[10, 34, 42, 49, 17, 54]]
[[4,8,13,8,29,71],[10, 34, 42, 17, 50, 53]]
[[3,5,9,25,33,101],[10, 34, 42, 17, 52, 53]]
[[2,6,5,42,37,57],[10, 34, 42, 17, 52, 54]]
[[2,8,14,24,17,92],[10, 34, 17, 43, 52, 51]]
[[2,6,8,26,22,36],[10, 34, 49, 17, 52, 44]]
[[1,11,7,31,36,71],[10, 34, 17, 50, 52, 44]]
[[3,9,9,17,73,87],[10, 34, 17, 44, 51, 53]]
[[2,8,5,28,27,77],[10, 34, 17, 44, 51, 54]]
[[5,7,8,27,25,64],[10, 34, 17, 50, 52, 53]]
[[4,8,10,24,34,110],[10, 34, 17, 51, 53, 54]]
[[2,10,11,22,27,91],[10, 35, 37, 17, 38, 54]]
[[5,11,11,27,45,53],[10, 35, 40, 37, 17, 53]]
[[4,10,13,30,34,85],[10, 35, 40, 37, 17, 54]]
[[4,12,7,20,24,87],[10, 35, 37, 42, 17, 54]]
[[4,10,19,22,29,67],[10, 35, 37, 17, 43, 54]]
[[3,13,9,29,28,73],[10, 35, 37, 49, 17, 54]]
[[6,12,12,24,36,48],[10, 35, 40, 17, 38, 54]]
[[7,11,7,27,37,59],[10, 35, 17, 38, 43, 53]]
[[3,9,12,25,33,102],[10, 35, 49, 17, 38, 54]]
[[5,13,8,21,30,100],[10, 35, 17, 39, 53, 54]]
[[2,10,5,34,27,49],[10, 35, 40, 42, 17, 54]]
[[3,11,12,15,48,86],[10, 35, 40, 17, 43, 53]]
[[3,7,12,35,43,70],[10, 35, 40, 49, 17, 54]]
[[3,9,9,25,28,105],[10, 35, 40, 17, 50, 53]]
[[3,7,9,31,28,85],[10, 35, 40, 17, 52, 51]]
[[5,13,11,25,30,73],[10, 35, 40, 17, 52, 54]]
[[3,11,6,23,53,104],[10, 35, 42, 17, 43, 53]]
[[4,10,7,22,19,109],[10, 35, 49, 17, 43, 53]]
[[5,9,11,25,65,51],[10, 35, 17, 43, 50, 53]]
[[3,7,9,19,13,49],[10, 35, 17, 43, 52, 51]]
[[6,12,15,16,21,93],[10, 35, 17, 43, 52, 53]]
[[2,14,11,34,27,53],[10, 35, 17, 50, 52, 44]]
[[6,8,12,32,16,86],[10, 35, 17, 44, 53, 54]]
[[4,6,22,14,39,78],[10, 35, 49, 17, 52, 51]]
[[2,6,5,42,37,57],[10, 35, 49, 17, 52, 54]]
[[3,9,18,17,13,90],[10, 35, 17, 50, 52, 51]]
[[3,9,6,45,33,60],[10, 35, 17, 51, 53, 54]]
[[3,11,6,19,8,80],[10, 40, 37, 17, 38, 53]]
[[4,12,13,20,19,99],[10, 37, 42, 17, 38, 54]]
[[2,14,11,26,37,71],[10, 37, 17, 38, 43, 54]]
[[2,8,17,32,52,59],[10, 37, 17, 38, 52, 44]]
[[6,10,12,14,36,100],[10, 37, 17, 38, 52, 53]]
[[4,12,10,28,39,84],[10, 37, 17, 39, 44, 53]]
[[5,11,14,15,35,92],[10, 37, 17, 39, 53, 54]]
[[5,7,14,23,15,76],[10, 40, 37, 42, 17, 53]]
[[3,7,12,23,23,100],[10, 40, 37, 17, 43, 53]]
[[4,8,10,28,39,68],[10, 40, 37, 17, 52, 44]]
[[3,9,12,25,33,78],[10, 40, 37, 17, 50, 53]]
[[2,6,8,22,12,66],[10, 40, 37, 17, 52, 53]]
[[4,12,10,36,29,60],[10, 37, 42, 17, 43, 54]]
[[4,10,13,30,24,79],[10, 37, 42, 49, 17, 53]]
[[1,9,10,29,41,78],[10, 37, 42, 49, 17, 54]]
[[4,6,16,6,34,90],[10, 37, 42, 17, 52, 53]]
[[2,8,8,32,32,74],[10, 37, 17, 43, 52, 44]]
[[3,9,12,17,28,90],[10, 37, 17, 43, 52, 51]]
[[3,11,15,31,18,89],[10, 37, 49, 17, 52, 44]]
[[3,11,6,23,18,50],[10, 37, 17, 44, 51, 54]]
[[4,8,13,20,29,107],[10, 37, 49, 17, 50, 53]]
[[4,8,10,32,19,50],[10, 37, 49, 17, 52, 54]]
[[3,7,12,35,43,70],[10, 37, 17, 50, 52, 51]]
[[6,10,12,22,26,94],[10, 37, 17, 50, 52, 53]]
[[4,12,4,12,29,84],[10, 17, 38, 39, 44, 53]]
[[5,11,8,19,25,104],[10, 17, 38, 39, 51, 53]]
[[4,8,19,16,34,77],[10, 40, 42, 17, 38, 54]]
[[4,10,10,30,29,70],[10, 40, 17, 38, 43, 54]]
[[2,12,8,28,37,60],[10, 40, 49, 17, 38, 53]]
[[1,7,13,23,31,85],[10, 40, 17, 38, 52, 51]]
[[4,10,16,18,49,64],[10, 40, 17, 38, 52, 53]]
[[5,13,14,21,30,70],[10, 42, 17, 38, 43, 53]]
[[3,7,15,31,43,43],[10, 42, 49, 17, 38, 54]]
[[5,11,14,27,20,86],[10, 42, 17, 38, 50, 53]]
[[1,7,7,31,26,73],[10, 49, 17, 38, 43, 54]]
[[3,9,12,29,23,72],[10, 17, 38, 43, 52, 54]]
[[1,7,13,27,26,91],[10, 49, 17, 38, 52, 44]]
[[2,10,11,22,27,91],[10, 17, 38, 50, 52, 44]]
[[2,10,11,26,22,91],[10, 17, 38, 44, 51, 53]]
[[3,7,9,47,28,61],[10, 17, 38, 44, 51, 54]]
[[4,10,19,14,19,97],[10, 49, 17, 38, 52, 51]]
[[5,9,14,25,30,60],[10, 49, 17, 38, 52, 53]]
[[3,5,12,17,23,98],[10, 17, 38, 51, 53, 54]]
[[2,10,8,26,17,100],[10, 40, 17, 39, 51, 54]]
[[3,9,12,25,13,114],[10, 42, 17, 39, 44, 54]]
[[2,12,14,24,32,90],[10, 42, 17, 39, 51, 54]]
[[3,7,6,35,18,34],[10, 42, 17, 39, 53, 54]]
[[5,9,14,17,25,90],[10, 17, 43, 39, 44, 54]]
[[3,13,12,33,28,70],[10, 17, 43, 39, 51, 53]]
[[3,7,18,19,38,94],[10, 17, 43, 39, 53, 54]]
[[3,11,12,23,48,92],[10, 49, 17, 39, 44, 53]]
[[2,10,8,18,37,100],[10, 17, 50, 39, 44, 53]]
[[5,13,11,17,25,103],[10, 17, 50, 39, 51, 53]]
[[3,5,15,13,23,77],[10, 17, 50, 39, 53, 54]]
[[4,10,10,22,24,106],[10, 17, 52, 39, 51, 53]]
[[3,7,6,27,23,64],[10, 17, 52, 39, 51, 54]]
[[4,8,13,16,24,53],[10, 40, 42, 17, 43, 54]]
[[5,13,8,21,50,58],[10, 40, 42, 49, 17, 54]]
[[5,11,8,19,35,86],[10, 40, 42, 17, 50, 53]]
[[5,7,20,23,35,76],[10, 40, 42, 17, 52, 54]]
[[5,9,8,17,15,102],[10, 40, 49, 17, 52, 44]]
[[3,7,15,27,23,115],[10, 40, 17, 44, 51, 54]]
[[5,9,11,13,45,63],[10, 40, 17, 51, 53, 54]]
[[5,9,11,13,50,63],[10, 42, 17, 43, 52, 51]]
[[4,10,16,30,34,58],[10, 42, 17, 50, 52, 44]]
[[5,11,11,23,45,77],[10, 42, 17, 44, 51, 54]]
[[6,8,15,20,41,59],[10, 42, 17, 44, 53, 54]]
[[4,10,13,22,29,85],[10, 42, 49, 17, 50, 53]]
[[4,10,16,22,29,76],[10, 42, 49, 17, 52, 54]]
[[6,14,6,30,31,44],[10, 42, 17, 50, 52, 53]]
[[5,11,14,31,20,62],[10, 42, 17, 51, 53, 54]]
[[5,7,20,15,50,88],[10, 17, 43, 44, 51, 54]]
[[3,7,12,23,33,88],[10, 17, 43, 51, 53, 54]]
[[4,10,16,30,34,58],[10, 49, 17, 44, 51, 54]]
[[4,12,4,12,29,84],[10, 17, 50, 44, 51, 53]]
[[4,14,10,18,19,110],[10, 49, 17, 50, 52, 51]]
[[2,10,11,30,27,85],[10, 17, 52, 51, 53, 54]]
[[5,7,11,11,25,61],[10, 34, 35, 18, 53, 54]]
[[5,11,17,15,25,95],[10, 34, 37, 18, 39, 53]]
[[7,7,13,31,42,37],[10, 34, 38, 18, 39, 53]]
[[3,9,3,37,38,81],[10, 34, 50, 18, 44, 54]]
[[5,5,11,21,25,71],[10, 34, 50, 18, 53, 54]]
[[4,10,10,34,34,82],[10, 35, 37, 18, 39, 53]]
[[6,8,12,28,51,38],[10, 35, 40, 18, 53, 54]]
[[3,11,6,23,53,104],[10, 35, 42, 18, 44, 53]]
[[6,8,9,12,31,107],[10, 35, 42, 18, 51, 53]]
[[4,12,10,28,24,90],[10, 35, 50, 18, 44, 54]]
[[3,9,6,37,23,42],[10, 35, 49, 18, 53, 54]]
[[4,8,7,20,49,77],[10, 35, 50, 18, 53, 54]]
[[6,10,18,10,36,82],[10, 37, 38, 18, 53, 54]]
[[4,12,10,24,34,72],[10, 40, 37, 18, 39, 53]]
[[3,9,12,33,23,66],[10, 37, 52, 18, 39, 44]]
[[8,10,8,34,13,58],[10, 37, 50, 18, 39, 53]]
[[6,14,6,30,16,74],[10, 37, 52, 18, 39, 51]]
[[7,11,13,23,17,71],[10, 37, 52, 18, 39, 53]]
[[5,9,8,13,15,108],[10, 40, 37, 18, 44, 53]]
[[4,12,13,24,9,105],[10, 37, 49, 18, 44, 53]]
[[4,6,13,18,24,57],[10, 37, 52, 18, 44, 53]]
[[5,13,11,29,25,61],[10, 37, 49, 18, 51, 53]]
[[6,6,6,26,51,48],[10, 37, 50, 18, 51, 53]]
[[6,10,9,26,26,85],[10, 40, 38, 18, 39, 53]]
[[7,13,10,13,37,76],[10, 49, 38, 18, 39, 53]]
[[6,10,12,18,26,100],[10, 38, 50, 18, 39, 53]]
[[6,8,15,12,36,89],[10, 38, 52, 18, 39, 51]]
[[7,11,10,23,22,86],[10, 38, 52, 18, 39, 53]]
[[4,8,10,16,24,80],[10, 40, 38, 18, 51, 53]]
